Tx->Rx | Rx->Tx
CD  CD |       
A3  A3 |       
4B  4B |       
CA  CA |       
8B  8B |       
81  81 |       
21  21 |       
79  79 |       
0B  0B |       
D1  D1 |       
AE  AE |       
05  05 |       
CD  CD |       
EC  EC |       
B8  B8 |       
E5  E5 |       
F4  F4 |       
34  34 |       
F2  F2 |       
A6  A6 |       
5F  5F |       
5D  5D |       
79  79 |       
85  85 |       
9E  9E |       
C1  C1 |       
E3  E3 |       
D2  D2 |       
FA  FA |       
87  87 |       
94  94 |       
93  93 |       
D5  D5 |       
BF  BF |       
1D  1D |       
9E  9E |       
AD  AD |       
F9  F9 |       
01  01 |       
EA  EA |       
1E  1E |       
50  50 |       
7A  7A |       
95  95 |       
E5  E5 |       
C9  C9 |       
EA  EA |       
4F  4F |       
98  98 |       
8F  8F |       
51  51 |       
F9  F9 |       
4C  4C |       
F4  F4 |       
97  97 |       
9D  9D |       
27  27 |       
A4  A4 |       
79  79 |       
E1  E1 |       
E8  E8 |       
BF  BF |       
30  30 |       
5F  5F |       
4E  4E |       
FC  FC |       
A7  A7 |       
1E  1E |       
A1  A1 |       
E5  E5 |       
34  34 |       
F5  F5 |       
1F  1F |       
92  92 |       
1E  1E |       
B5  B5 |       
79  79 |       
0E  0E |       
BD  BD |       
65  65 |       
E5  E5 |       
23  23 |       
D2  D2 |       
3C  3C |       
D0  D0 |       
F5  F5 |       
23  23 |       
CE  CE |       
0E  0E |       
FD  FD |       
3C  3C |       
B0  B0 |       
F5  F5 |       
0F  0F |       
36  36 |       
4F  4F |       
55  55 |       
F9  F9 |       
54  54 |       
7A  7A |       
91  91 |       
E6  E6 |       
A3  A3 |       
D4  D4 |       
AF  AF |       
29  29 |       
9E  9E |       
A2  A2 |       
F3  F3 |       
03  03 |       
D2  D2 |       
5E  5E |       
6A  6A |       
3D  3D |       
29  29 |       
F3  F3 |       
D1  D1 |       
E9  E9 |       
3F  3F |       
3C  3C |       
3B  3B |       
E7  E7 |       
8D  8D |       
1D  1D |       
95  95 |       
C2  C2 |       
CE  CE |       
C7  C7 |       
C0  C0 |       
2F  2F |       
6D  6D |       
F9  F9 |       
A4  A4 |       
7A  7A |       
2F  2F |       
CD  CD |       
56  56 |       
7A  7A |       
0B  0B |       
85  85 |       
AF  AF |       
7C  7C |       
F1  F1 |       
11  11 |       
DC  DC |       
B8  B8 |       
91  91 |       
E8  E8 |       
3F  3F |       
3E  3E |       
4F  4F |       
45  45 |       
79  79 |       
EC  EC |       
EE  EE |       
CF  CF |       
89  89 |       
1E  1E |       
85  85 |       
79  79 |       
C1  C1 |       
E8  E8 |       
1E  1E |       
6E  6E |       
87  87 |       
A8  A8 |       
79  79 |       
5A  5A |       
57  57 |       
5D  5D |       
79  79 |       
24  24 |       
BE  BE |       
B5  B5 |       
79  79 |       
13  13 |       
1E  1E |       
8E  8E |       
3C  3C |       
AE  AE |       
BA  BA |       
96  96 |       
12  12 |       
9D  9D |       
2F  2F |       
9C  9C |       
1E  1E |       
BC  BC |       
E9  E9 |       
7A  7A |       
4C  4C |       
1A  1A |       
69  69 |       
30  30 |       
D4  D4 |       
24  24 |       
8A  8A |       
10  10 |       
AD  AD |       
0A  0A |       
18  18 |       
9D  9D |       
00  00 |       
0D  0D |       
04  04 |       
03  03 |       
75  75 |       
29  29 |       
A8  A8 |       
05  05 |       
42  42 |       
28  28 |       
21  21 |       
D0  D0 |       
41  41 |       
4C  4C |       
86  86 |       
31  31 |       
0C  0C |       
25  25 |       
B6  B6 |       
43  43 |       
B4  B4 |       
66  66 |       
5C  5C |       
8D  8D |       
53  53 |       
25  25 |       
58  58 |       
45  45 |       
30  30 |       
7A  7A |       
66  66 |       
57  57 |       
4A  4A |       
C0  C0 |       
B3  B3 |       
A3  A3 |       
3C  3C |       
A2  A2 |       
3A  3A |       
8E  8E |       
52  52 |       
BA  BA |       
57  57 |       
35  35 |       
47  47 |       
42  42 |       
E7  E7 |       
47  47 |       
4E  4E |       
50  50 |       
8A  8A |       
05  05 |       
2A  2A |       
65  65 |       
12  12 |       
A9  A9 |       
0D  0D |       
34  34 |       
0E  0E |       
5C  5C |       
21  21 |       
15  15 |       
48  48 |       
52  52 |       
BA  BA |       
CC  CC |       
B2  B2 |       
D2  D2 |       
45  45 |       
90  90 |       
E3  E3 |       
55  55 |       
0A  0A |       
DA  DA |       
BC  BC |       
DA  DA |       
51  51 |       
22  22 |       
D2  D2 |       
99  99 |       
2D  2D |       
E6  E6 |       
CB  CB |       
91  91 |       
26  26 |       
9A  9A |       
73  73 |       
33  33 |       
58  58 |       
48  48 |       
AB  AB |       
CA  CA |       
4D  4D |       
08  08 |       
0B  0B |       
79  79 |       
06  06 |       
C6  C6 |       
2A  2A |       
B7  B7 |       
7C  7C |       
E1  E1 |       
BE  BE |       
9C  9C |       
D4  D4 |       
9B  9B |       
18  18 |       
23  23 |       
A8  A8 |       
E6  E6 |       
66  66 |       
CF  CF |       
9A  9A |       
4E  4E |       
D3  D3 |       
89  89 |       
9D  9D |       
9B  9B |       
79  79 |       
D4  D4 |       
7A  7A |       
B9  B9 |       
F8  F8 |       
F6  F6 |       
75  75 |       
3E  3E |       
32  32 |       
5E  5E |       
C5  C5 |       
C6  C6 |       
8E  8E |       
C5  C5 |       
C8  C8 |       
1D  1D |       
8F  8F |       
89  89 |       
9D  9D |       
C7  C7 |       
08  08 |       
77  77 |       
E7  E7 |       
C6  C6 |       
1D  1D |       
8F  8F |       
89  89 |       
1D  1D |       
CB  CB |       
88  88 |       
3B  3B |       
EB  EB |       
CE  CE |       
67  67 |       
A4  A4 |       
BC  BC |       
D6  D6 |       
76  76 |       
BE  BE |       
10  10 |       
EF  EF |       
38  38 |       
03  03 |       
D1  D1 |       
9E  9E |       
10  10 |       
EE  EE |       
7C  7C |       
21  21 |       
DE  DE |       
B8  B8 |       
43  43 |       
B8  B8 |       
E0  E0 |       
47  47 |       
A0  A0 |       
B8  B8 |       
51  51 |       
DE  DE |       
FC  FC |       
A4  A4 |       
7A  7A |       
C7  C7 |       
92  92 |       
1E  1E |       
BD  BD |       
78  78 |       
A5  A5 |       
7B  7B |       
00  00 |       
7E  7E |       
       | 7E  7E
       | 03  03
       | AA  AA
       | A9  A9
       | 7E  7E
7E  7E |       
03  03 |       
00  00 |       
03  03 |       
02  02 |       
03  03 |       
E8  E8 |       
0B  0B |       
C8  C8 |       
49  49 |       
ED  ED |       
4F  4F |       
90  90 |       
97  97 |       
DA  DA |       
3C  3C |       
60  60 |       
F6  F6 |       
5F  5F |       
8A  8A |       
CF  CF |       
66  66 |       
FC  FC |       
37  37 |       
1E  1E |       
E4  E4 |       
F8  F8 |       
F6  F6 |       
7A  7A |       
AB  AB |       
CD  CD |       
47  47 |       
A2  A2 |       
FC  FC |       
D0  D0 |       
F5  F5 |       
27  27 |       
CE  CE |       
0F  0F |       
48  48 |       
F3  F3 |       
43  43 |       
D0  D0 |       
D3  D3 |       
CA  CA |       
2B  2B |       
D2  D2 |       
5E  5E |       
79  79 |       
1E  1E |       
8A  8A |       
F3  F3 |       
83  83 |       
D1  D1 |       
8E  8E |       
10  10 |       
F4  F4 |       
A7  A7 |       
81  81 |       
1E  1E |       
89  89 |       
E6  E6 |       
95  95 |       
E9  E9 |       
47  47 |       
00  00 |       
7A  7A |       
35  35 |       
E6  E6 |       
07  07 |       
A7  A7 |       
1E  1E |       
78  78 |       
7A  7A |       
27  27 |       
9C  9C |       
1E  1E |       
B6  B6 |       
7D  7D |       
5E  5E |       
66  66 |       
29  29 |       
EE  EE |       
3F  3F |       
09  09 |       
9E  9E |       
EA  EA |       
F1  F1 |       
28  28 |       
F6  F6 |       
5F  5F |       
88  88 |       
8F  8F |       
70  70 |       
F1  F1 |       
03  03 |       
D8  D8 |       
7D  7D |       
5E  5E |       
33  33 |       
5F  5F |       
66  66 |       
7C  7C |       
80  80 |       
F6  F6 |       
4F  4F |       
18  18 |       
4F  4F |       
64  64 |       
F1  F1 |       
5A  5A |       
FB  FB |       
27  27 |       
8C  8C |       
8F  8F |       
6C  6C |       
F1  F1 |       
43  43 |       
DA  DA |       
3C  3C |       
60  60 |       
F6  F6 |       
1F  1F |       
8C  8C |       
47  47 |       
B0  B0 |       
78  78 |       
E5  E5 |       
7B  7B |       
07  07 |       
8E  8E |       
1E  1E |       
C5  C5 |       
78  78 |       
A8  A8 |       
F6  F6 |       
A7  A7 |       
C7  C7 |       
23  23 |       
D8  D8 |       
AF  AF |       
18  18 |       
3D  3D |       
A5  A5 |       
E3  E3 |       
23  23 |       
D9  D9 |       
7D  7D |       
5E  5E |       
29  29 |       
5E  5E |       
DA  DA |       
F1  F1 |       
5C  5C |       
7B  7B |       
2F  2F |       
C5  C5 |       
0F  0F |       
62  62 |       
BC  BC |       
56  56 |       
7A  7A |       
EF  EF |       
C6  C6 |       
2B  2B |       
D9  D9 |       
AF  AF |       
19  19 |       
1E  1E |       
D1  D1 |       
E2  E2 |       
B4  B4 |       
F6  F6 |       
2B  2B |       
C4  C4 |       
67  67 |       
B6  B6 |       
BC  BC |       
50  50 |       
F5  F5 |       
D7  D7 |       
92  92 |       
2F  2F |       
AA  AA |       
79  79 |       
69  69 |       
3D  3D |       
59  59 |       
F2  F2 |       
C3  C3 |       
D4  D4 |       
3C  3C |       
B6  B6 |       
7A  7A |       
4F  4F |       
CC  CC |       
47  47 |       
AA  AA |       
FC  FC |       
96  96 |       
7A  7A |       
CB  CB |       
CB  CB |       
47  47 |       
AC  AC |       
79  79 |       
48  48 |       
F5  F5 |       
CF  CF |       
20  20 |       
3D  3D |       
73  73 |       
C8  C8 |       
0F  0F |       
58  58 |       
F2  F2 |       
43  43 |       
D6  D6 |       
3C  3C |       
90  90 |       
F5  F5 |       
97  97 |       
94  94 |       
1E  1E |       
A9  A9 |       
E5  E5 |       
33  33 |       
D4  D4 |       
3C  3C |       
A0  A0 |       
44  44 |       
BD  BD |       
65  65 |       
92  92 |       
2B  2B |       
13  13 |       
01  01 |       
31  31 |       
A0  A0 |       
07  07 |       
21  21 |       
44  44 |       
85  85 |       
12  12 |       
8B  8B |       
52  52 |       
C0  C0 |       
01  01 |       
B4  B4 |       
92  92 |       
84  84 |       
8A  8A |       
48  48 |       
51  51 |       
A4  A4 |       
30  30 |       
04  04 |       
C2  C2 |       
04  04 |       
03  03 |       
24  24 |       
28  28 |       
4C  4C |       
68  68 |       
01  01 |       
30  30 |       
01  01 |       
8A  8A |       
93  93 |       
04  04 |       
C2  C2 |       
55  55 |       
04  04 |       
B6  B6 |       
80  80 |       
18  18 |       
86  86 |       
58  58 |       
0C  0C |       
10  10 |       
C1  C1 |       
2A  2A |       
2A  2A |       
55  55 |       
89  89 |       
25  25 |       
04  04 |       
B0  B0 |       
54  54 |       
A9  A9 |       
13  13 |       
96  96 |       
CA  CA |       
33  33 |       
D3  D3 |       
3D  3D |       
01  01 |       
5A  5A |       
13  13 |       
A0  A0 |       
97  97 |       
41  41 |       
25  25 |       
33  33 |       
32  32 |       
C2  C2 |       
0B  0B |       
09  09 |       
29  29 |       
12  12 |       
D8  D8 |       
21  21 |       
B2  B2 |       
5B  5B |       
04  04 |       
50  50 |       
49  49 |       
41  41 |       
2C  2C |       
60  60 |       
01  01 |       
0B  0B |       
40  40 |       
CA  CA |       
AC  AC |       
A9  A9 |       
56  56 |       
24  24 |       
2D  2D |       
02  02 |       
1B  1B |       
91  91 |       
A2  A2 |       
96  96 |       
0B  0B |       
44  44 |       
94  94 |       
D3  D3 |       
33  33 |       
40  40 |       
C8  C8 |       
D4  D4 |       
32  32 |       
7A  7A |       
33  33 |       
23  23 |       
50  50 |       
C5  C5 |       
EA  EA |       
19  19 |       
9A  9A |       
04  04 |       
2D  2D |       
02  02 |       
16  16 |       
81  81 |       
0E  0E |       
82  82 |       
1D  1D |       
02  02 |       
1C  1C |       
83  83 |       
68  68 |       
18  18 |       
02  02 |       
19  19 |       
2A  2A |       
81  81 |       
0C  0C |       
54  54 |       
C0  C0 |       
4C  4C |       
43  43 |       
4C  4C |       
12  12 |       
69  69 |       
33  33 |       
9D  9D |       
C2  C2 |       
16  16 |       
81  81 |       
99  99 |       
A0  A0 |       
64  64 |       
F4  F4 |       
0C  0C |       
CD  CD |       
03  03 |       
25  25 |       
B0  B0 |       
66  66 |       
ED  ED |       
10  10 |       
AC  AC |       
96  96 |       
16  16 |       
8C  8C |       
CC  CC |       
D0  D0 |       
33  33 |       
76  76 |       
CC  CC |       
CB  CB |       
09  09 |       
28  28 |       
88  88 |       
29  29 |       
12  12 |       
B4  B4 |       
44  44 |       
16  16 |       
89  89 |       
34  34 |       
75  75 |       
95  95 |       
68  68 |       
19  19 |       
CE  CE |       
A8  A8 |       
82  82 |       
D9  D9 |       
99  99 |       
A0  A0 |       
66  66 |       
EC  EC |       
B2  B2 |       
1B  1B |       
6B  6B |       
25  25 |       
A4  A4 |       
96  96 |       
D9  D9 |       
25  25 |       
04  04 |       
AB  AB |       
64  64 |       
16  16 |       
CC  CC |       
CB  CB |       
0C  0C |       
CB  CB |       
16  16 |       
0B  0B |       
22  22 |       
0B  0B |       
08  08 |       
2C  2C |       
20  20 |       
B0  B0 |       
85  85 |       
6C  6C |       
86  86 |       
DD  DD |       
49  49 |       
4C  4C |       
CC  CC |       
D1  D1 |       
99  99 |       
AD  AD |       
14  14 |       
43  43 |       
B0  B0 |       
85  85 |       
A1  A1 |       
59  59 |       
9A  9A |       
09  09 |       
92  92 |       
D4  D4 |       
31  31 |       
36  36 |       
0C  0C |       
9E  9E |       
8C  8C |       
C9  C9 |       
E8  E8 |       
89  89 |       
56  56 |       
10  10 |       
59  59 |       
2E  2E |       
6B  6B |       
52  52 |       
CC  CC |       
EE  EE |       
81  81 |       
2A  2A |       
29  29 |       
00  00 |       
26  26 |       
20  20 |       
69  69 |       
A3  A3 |       
12  12 |       
28  28 |       
40  40 |       
C4  C4 |       
0C  0C |       
40  40 |       
26  26 |       
08  08 |       
60  60 |       
86  86 |       
08  08 |       
60  60 |       
00  00 |       
34  34 |       
21  21 |       
E7  E7 |       
A2  A2 |       
26  26 |       
98  98 |       
37  37 |       
21  21 |       
64  64 |       
AA  AA |       
A1  A1 |       
22  22 |       
84  84 |       
43  43 |       
96  96 |       
09  09 |       
B0  B0 |       
92  92 |       
82  82 |       
46  46 |       
12  12 |       
D8  D8 |       
00  00 |       
00  00 |       
03  03 |       
11  11 |       
28  28 |       
20  20 |       
62  62 |       
21  21 |       
89  89 |       
D0  D0 |       
20  20 |       
A2  A2 |       
5D  5D |       
8D  8D |       
C8  C8 |       
31  31 |       
03  03 |       
4C  4C |       
05  05 |       
48  48 |       
13  13 |       
04  04 |       
C4  C4 |       
0D  0D |       
21  21 |       
B9  B9 |       
6A  6A |       
C4  C4 |       
23  23 |       
00  00 |       
62  62 |       
06  06 |       
E4  E4 |       
29  29 |       
20  20 |       
62  62 |       
15  15 |       
B9  B9 |       
06  06 |       
20  20 |       
A2  A2 |       
02  02 |       
D4  D4 |       
85  85 |       
A9  A9 |       
0A  0A |       
25  25 |       
A0  A0 |       
26  26 |       
0D  0D |       
02  02 |       
68  68 |       
1E  1E |       
56  56 |       
A5  A5 |       
96  96 |       
DD  DD |       
4B  4B |       
14  14 |       
39  39 |       
01  01 |       
D4  D4 |       
BA  BA |       
62  62 |       
11  11 |       
A6  A6 |       
08  08 |       
60  60 |       
86  86 |       
C9  C9 |       
28  28 |       
25  25 |       
80  80 |       
03  03 |       
10  10 |       
C1  C1 |       
03  03 |       
10  10 |       
0A  0A |       
8A  8A |       
08  08 |       
28  28 |       
10  10 |       
D9  D9 |       
0D  0D |       
89  89 |       
25  25 |       
12  12 |       
C9  C9 |       
61  61 |       
0B  0B |       
42  42 |       
B3  B3 |       
34  34 |       
42  42 |       
A4  A4 |       
43  43 |       
70  70 |       
1A  1A |       
19  19 |       
B1  B1 |       
B9  B9 |       
0A  0A |       
48  48 |       
00  00 |       
00  00 |       
41  41 |       
44  44 |       
30  30 |       
13  13 |       
AA  AA |       
11  11 |       
00  00 |       
02  02 |       
54  54 |       
12  12 |       
00  00 |       
09  09 |       
A8  A8 |       
34  34 |       
8A  8A |       
6C  6C |       
21  21 |       
6A  6A |       
19  19 |       
1A  1A |       
86  86 |       
46  46 |       
88  88 |       
83  83 |       
42  42 |       
86  86 |       
3B  3B |       
99  99 |       
28  28 |       
44  44 |       
A8  A8 |       
54  54 |       
A8  A8 |       
10  10 |       
C1  C1 |       
0C  0C |       
10  10 |       
C1  C1 |       
2B  2B |       
08  08 |       
2C  2C |       
20  20 |       
B0  B0 |       
82  82 |       
C2  C2 |       
46  46 |       
C9  C9 |       
29  29 |       
08  08 |       
6C  6C |       
92  92 |       
82  82 |       
55  55 |       
84  84 |       
96  96 |       
89  89 |       
2C  2C |       
20  20 |       
B0  B0 |       
82  82 |       
C3  C3 |       
32  32 |       
C2  C2 |       
0D  0D |       
19  19 |       
99  99 |       
A0  A0 |       
66  66 |       
68  68 |       
88  88 |       
2C  2C |       
20  20 |       
B0  B0 |       
85  85 |       
A0  A0 |       
41  41 |       
61  61 |       
05  05 |       
84  84 |       
16  16 |       
54  54 |       
94  94 |       
12  12 |       
59  59 |       
24  24 |       
16  16 |       
2C  2C |       
16  16 |       
54  54 |       
2D  2D |       
11  11 |       
0B  0B |       
42  42 |       
32  32 |       
5B  5B |       
22  22 |       
1D  1D |       
84  84 |       
3A  3A |       
08  08 |       
74  74 |       
12  12 |       
50  50 |       
41  41 |       
61  61 |       
0B  0B |       
40  40 |       
85  85 |       
A0  A0 |       
41  41 |       
61  61 |       
05  05 |       
84  84 |       
94  94 |       
C8  C8 |       
2C  2C |       
20  20 |       
B0  B0 |       
87  87 |       
41  41 |       
25  25 |       
04  04 |       
94  94 |       
24  24 |       
94  94 |       
12  12 |       
50  50 |       
49  49 |       
41  41 |       
05  05 |       
95  95 |       
05  05 |       
92  92 |       
C9  C9 |       
61  61 |       
05  05 |       
09  09 |       
05  05 |       
84  84 |       
16  16 |       
54  54 |       
94  94 |       
44  44 |       
AB  AB |       
09  09 |       
29  29 |       
D4  D4 |       
14  14 |       
12  12 |       
50  50 |       
49  49 |       
4C  4C |       
82  82 |       
C2  C2 |       
0B  0B |       
44  44 |       
94  94 |       
D6  D6 |       
0B  0B |       
22  22 |       
0B  0B |       
08  08 |       
29  29 |       
D4  D4 |       
14  14 |       
12  12 |       
51  51 |       
12  12 |       
AC  AC |       
21  21 |       
DA  DA |       
24  24 |       
A0  A0 |       
95  95 |       
61  61 |       
05  05 |       
84  84 |       
16  16 |       
10  10 |       
58  58 |       
41  41 |       
61  61 |       
99  99 |       
A2  A2 |       
21  21 |       
D0  D0 |       
43  43 |       
A0  A0 |       
82  82 |       
C2  C2 |       
0B  0B |       
08  08 |       
34  34 |       
44  44 |       
1A  1A |       
22  22 |       
0D  0D |       
11  11 |       
05  05 |       
B3  B3 |       
32  32 |       
C2  C2 |       
0B  0B |       
08  08 |       
2C  2C |       
20  20 |       
B0  B0 |       
82  82 |       
C3  C3 |       
33  33 |       
44  44 |       
49  49 |       
61  61 |       
05  05 |       
84  84 |       
2D  2D |       
03  03 |       
37  37 |       
61  61 |       
0E  0E |       
C2  C2 |       
0B  0B |       
44  44 |       
96  96 |       
88  88 |       
76  76 |       
24  24 |       
2D  2D |       
05  05 |       
82  82 |       
C2  C2 |       
0A  0A |       
08  08 |       
34  34 |       
0C  0C |       
CB  CB |       
08  08 |       
34  34 |       
44  44 |       
96  96 |       
89  89 |       
5A  5A |       
22  22 |       
4B  4B |       
44  44 |       
94  94 |       
C8  C8 |       
2C  2C |       
20  20 |       
B0  B0 |       
82  82 |       
C2  C2 |       
0B  0B |       
08  08 |       
2C  2C |       
21  21 |       
68  68 |       
89  89 |       
5A  5A |       
06  06 |       
65  65 |       
B3  B3 |       
32  32 |       
D9  D9 |       
0A  0A |       
D9  D9 |       
9B  9B |       
B0  B0 |       
82  82 |       
82  82 |       
4B  4B |       
08  08 |       
5A  5A |       
04  04 |       
16  16 |       
10  10 |       
E8  E8 |       
20  20 |       
B0  B0 |       
85  85 |       
A0  A0 |       
66  66 |       
ED  ED |       
10  10 |       
68  68 |       
10  10 |       
B4  B4 |       
08  08 |       
2C  2C |       
20  20 |       
B6  B6 |       
66  66 |       
68  68 |       
88  88 |       
2C  2C |       
20  20 |       
B5  B5 |       
52  52 |       
51  51 |       
12  12 |       
53  53 |       
20  20 |       
B0  B0 |       
82  82 |       
C2  C2 |       
4A  4A |       
09  09 |       
28  28 |       
A9  A9 |       
28  28 |       
89  89 |       
28  28 |       
20  20 |       
B0  B0 |       
92  92 |       
82  82 |       
4A  4A |       
09  09 |       
28  28 |       
24  24 |       
A6  A6 |       
41  41 |       
68  68 |       
92  92 |       
C2  C2 |       
0B  0B |       
44  44 |       
AB  AB |       
64  64 |       
14  14 |       
CC  CC |       
CD  CD |       
03  03 |       
37  37 |       
61  61 |       
05  05 |       
84  84 |       
16  16 |       
10  10 |       
58  58 |       
43  43 |       
A0  A0 |       
92  92 |       
82  82 |       
55  55 |       
84  84 |       
16  16 |       
84  84 |       
AC  AC |       
20  20 |       
B0  B0 |       
82  82 |       
D1  D1 |       
2D  2D |       
82  82 |       
1B  1B |       
24  24 |       
A0  A0 |       
87  87 |       
45  45 |       
41  41 |       
64  64 |       
41  41 |       
61  61 |       
25  25 |       
04  04 |       
94  94 |       
12  12 |       
50  50 |       
49  49 |       
45  45 |       
49  49 |       
41  41 |       
25  25 |       
04  04 |       
94  94 |       
C9  C9 |       
7E  7E |       
       | 7E  7E
       | 03  03
       | AB  AB
       | A8  A8
       | 7E  7E
7E  7E |       
03  03 |       
40  40 |       
43  43 |       
02  02 |       
03  03 |       
E8  E8 |       
12  12 |       
50  50 |       
4A  4A |       
B0  B0 |       
82  82 |       
D0  D0 |       
95  95 |       
91  91 |       
05  05 |       
AA  AA |       
43  43 |       
64  64 |       
AA  AA |       
04  04 |       
A8  A8 |       
84  84 |       
A8  A8 |       
24  24 |       
A0  A0 |       
43  43 |       
04  04 |       
30  30 |       
97  97 |       
41  41 |       
23  23 |       
04  04 |       
30  30 |       
43  43 |       
04  04 |       
30  30 |       
43  43 |       
04  04 |       
30  30 |       
43  43 |       
64  64 |       
94  94 |       
10  10 |       
58  58 |       
41  41 |       
61  61 |       
05  05 |       
84  84 |       
2D  2D |       
03  03 |       
37  37 |       
61  61 |       
25  25 |       
21  21 |       
2A  2A |       
04  04 |       
30  30 |       
53  53 |       
61  61 |       
9B  9B |       
D1  D1 |       
12  12 |       
DB  DB |       
24  24 |       
60  60 |       
86  86 |       
08  08 |       
60  60 |       
95  95 |       
04  04 |       
94  94 |       
09  09 |       
50  50 |       
49  49 |       
41  41 |       
25  25 |       
04  04 |       
8D  8D |       
92  92 |       
30  30 |       
43  43 |       
06  06 |       
59  59 |       
64  64 |       
16  16 |       
2C  2C |       
16  16 |       
10  10 |       
5A  5A |       
49  49 |       
2C  2C |       
25  25 |       
53  53 |       
20  20 |       
B0  B0 |       
87  87 |       
61  61 |       
05  05 |       
84  84 |       
16  16 |       
10  10 |       
58  58 |       
41  41 |       
61  61 |       
05  05 |       
8B  8B |       
05  05 |       
84  84 |       
16  16 |       
10  10 |       
E8  E8 |       
24  24 |       
A0  A0 |       
92  92 |       
84  84 |       
92  92 |       
82  82 |       
4A  4A |       
09  09 |       
28  28 |       
59  59 |       
2C  2C |       
88  88 |       
74  74 |       
54  54 |       
16  16 |       
10  10 |       
50  50 |       
92  92 |       
50  50 |       
49  49 |       
42  42 |       
C9  C9 |       
4C  4C |       
87  87 |       
49  49 |       
24  24 |       
A6  A6 |       
41  41 |       
61  61 |       
25  25 |       
0B  0B |       
2A  2A |       
C2  C2 |       
0B  0B |       
12  12 |       
0B  0B |       
09  09 |       
56  56 |       
11  11 |       
1B  1B |       
48  48 |       
8B  8B |       
08  08 |       
74  74 |       
2C  2C |       
14  14 |       
C8  C8 |       
2C  2C |       
20  20 |       
B0  B0 |       
87  87 |       
41  41 |       
2A  2A |       
C2  C2 |       
0B  0B |       
12  12 |       
4A  4A |       
16  16 |       
0B  0B |       
09  09 |       
28  28 |       
49  49 |       
28  28 |       
24  24 |       
A6  A6 |       
41  41 |       
68  68 |       
92  92 |       
99  99 |       
05  05 |       
04  04 |       
96  96 |       
96  96 |       
4A  4A |       
09  09 |       
2D  2D |       
12  12 |       
50  50 |       
92  92 |       
58  58 |       
B0  B0 |       
5A  5A |       
24  24 |       
A1  A1 |       
24  24 |       
B0  B0 |       
85  85 |       
61  61 |       
0E  0E |       
82  82 |       
1D  1D |       
04  04 |       
96  96 |       
10  10 |       
5A  5A |       
24  24 |       
B4  B4 |       
49  49 |       
41  41 |       
25  25 |       
32  32 |       
0B  0B |       
44  44 |       
96  96 |       
89  89 |       
2D  2D |       
12  12 |       
53  53 |       
21  21 |       
D2  D2 |       
24  24 |       
A4  A4 |       
22  22 |       
82  82 |       
4B  4B |       
44  44 |       
96  96 |       
10  10 |       
50  50 |       
49  49 |       
41  41 |       
25  25 |       
04  04 |       
94  94 |       
12  12 |       
50  50 |       
49  49 |       
68  68 |       
86  86 |       
D9  D9 |       
0E  0E |       
82  82 |       
55  55 |       
84  84 |       
96  96 |       
89  89 |       
29  29 |       
90  90 |       
50  50 |       
49  49 |       
41  41 |       
0E  0E |       
82  82 |       
0B  0B |       
16  16 |       
1D  1D |       
04  04 |       
94  94 |       
24  24 |       
94  94 |       
2C  2C |       
94  94 |       
10  10 |       
E9  E9 |       
99  99 |       
BB  BB |       
44  44 |       
3A  3A |       
09  09 |       
28  28 |       
49  49 |       
29  29 |       
AC  AC |       
14  14 |       
12  12 |       
50  50 |       
49  49 |       
42  42 |       
49  49 |       
62  62 |       
C3  C3 |       
A0  A0 |       
82  82 |       
C2  C2 |       
4A  4A |       
09  09 |       
56  56 |       
24  24 |       
14  14 |       
12  12 |       
50  50 |       
49  49 |       
61  61 |       
05  05 |       
8B  8B |       
05  05 |       
84  84 |       
94  94 |       
89  89 |       
74  74 |       
12  12 |       
AD  AD |       
09  09 |       
58  58 |       
41  41 |       
68  68 |       
92  92 |       
C2  C2 |       
0A  0A |       
09  09 |       
2D  2D |       
12  12 |       
53  53 |       
20  20 |       
A0  A0 |       
92  92 |       
84  84 |       
92  92 |       
82  82 |       
4A  4A |       
6B  6B |       
05  05 |       
04  04 |       
94  94 |       
12  12 |       
58  58 |       
41  41 |       
68  68 |       
92  92 |       
D2  D2 |       
43  43 |       
A0  A0 |       
92  92 |       
D1  D1 |       
25  25 |       
04  04 |       
B6  B6 |       
2C  2C |       
94  94 |       
C8  C8 |       
28  28 |       
24  24 |       
A7  A7 |       
10  10 |       
59  59 |       
50  50 |       
5A  5A |       
24  24 |       
B4  B4 |       
43  43 |       
A0  A0 |       
92  92 |       
82  82 |       
5B  5B |       
64  64 |       
16  16 |       
12  12 |       
50  50 |       
4A  4A |       
B0  B0 |       
91  91 |       
B2  B2 |       
4A  4A |       
09  09 |       
56  56 |       
10  10 |       
58  58 |       
4A  4A |       
A2  A2 |       
24  24 |       
B4  B4 |       
49  49 |       
40  40 |       
86  86 |       
12  12 |       
5A  5A |       
12  12 |       
B4  B4 |       
4B  4B |       
60  60 |       
86  86 |       
08  08 |       
A0  A0 |       
92  92 |       
82  82 |       
4A  4A |       
09  09 |       
28  28 |       
A9  A9 |       
2D  2D |       
44  44 |       
94  94 |       
12  12 |       
50  50 |       
49  49 |       
41  41 |       
25  25 |       
3A  3A |       
82  82 |       
88  88 |       
91  91 |       
82  82 |       
28  28 |       
25  25 |       
5A  5A |       
A9  A9 |       
28  28 |       
89  89 |       
2C  2C |       
20  20 |       
A0  A0 |       
4A  4A |       
82  82 |       
5B  5B |       
04  04 |       
51  51 |       
52  52 |       
