Tx->Rx | Rx->Tx
91  91 |       
34  34 |       
B8  B8 |       
EB  EB |       
96  96 |       
B9  B9 |       
D2  D2 |       
03  03 |       
59  59 |       
3B  3B |       
F8  F8 |       
3B  3B |       
73  73 |       
7A  7A |       
35  35 |       
8D  8D |       
73  73 |       
BE  BE |       
8C  8C |       
F2  F2 |       
D7  D7 |       
36  36 |       
9A  9A |       
40  40 |       
00  00 |       
AA  AA |       
03  03 |       
44  44 |       
03  03 |       
A8  A8 |       
4B  4B |       
A2  A2 |       
90  90 |       
71  71 |       
4D  4D |       
1A  1A |       
1A  1A |       
A1  A1 |       
82  82 |       
1B  1B |       
22  22 |       
35  35 |       
94  94 |       
07  07 |       
4B  4B |       
9A  9A |       
A4  A4 |       
8E  8E |       
A4  A4 |       
2A  2A |       
53  53 |       
10  10 |       
C0  C0 |       
09  09 |       
2D  2D |       
26  26 |       
0D  0D |       
49  49 |       
4D  4D |       
21  21 |       
A4  A4 |       
C9  C9 |       
A0  A0 |       
10  10 |       
A8  A8 |       
05  05 |       
64  64 |       
94  94 |       
84  84 |       
C4  C4 |       
31  31 |       
8A  8A |       
95  95 |       
24  24 |       
4E  4E |       
11  11 |       
A1  A1 |       
2C  2C |       
62  62 |       
05  05 |       
34  34 |       
E9  E9 |       
37  37 |       
30  30 |       
31  31 |       
80  80 |       
66  66 |       
68  68 |       
45  45 |       
88  88 |       
A9  A9 |       
1D  1D |       
C0  C0 |       
B4  B4 |       
29  29 |       
2E  2E |       
18  18 |       
21  21 |       
A4  A4 |       
AC  AC |       
6B  6B |       
1B  1B |       
3C  3C |       
D6  D6 |       
8E  8E |       
DC  DC |       
58  58 |       
06  06 |       
3B  3B |       
63  63 |       
B6  B6 |       
74  74 |       
C0  C0 |       
B0  B0 |       
8B  8B |       
89  89 |       
7D  7D |       
5E  5E |       
83  83 |       
D6  D6 |       
F2  F2 |       
7D  7D |       
5D  5D |       
9F  9F |       
1F  1F |       
B3  B3 |       
3C  3C |       
37  37 |       
99  99 |       
AD  AD |       
69  69 |       
38  38 |       
4C  4C |       
14  14 |       
1A  1A |       
41  41 |       
19  19 |       
96  96 |       
52  52 |       
15  15 |       
72  72 |       
66  66 |       
74  74 |       
F1  F1 |       
CF  CF |       
55  55 |       
3B  3B |       
AE  AE |       
63  63 |       
7D  7D |       
5E  5E |       
5D  5D |       
F2  F2 |       
27  27 |       
B7  B7 |       
C2  C2 |       
EB  EB |       
3B  3B |       
EA  EA |       
2A  2A |       
2F  2F |       
0D  0D |       
B0  B0 |       
2A  2A |       
B1  B1 |       
C6  C6 |       
BC  BC |       
8F  8F |       
41  41 |       
FA  FA |       
31  31 |       
97  97 |       
95  95 |       
E8  E8 |       
F8  F8 |       
55  55 |       
DB  DB |       
EB  EB |       
F1  F1 |       
F5  F5 |       
1C  1C |       
FF  FF |       
00  00 |       
35  35 |       
F4  F4 |       
FC  FC |       
89  89 |       
97  97 |       
95  95 |       
F4  F4 |       
DF  DF |       
31  31 |       
D3  D3 |       
28  28 |       
0F  0F |       
57  57 |       
92  92 |       
80  80 |       
43  43 |       
1D  1D |       
B2  B2 |       
5D  5D |       
1A  1A |       
69  69 |       
8D  8D |       
CD  CD |       
67  67 |       
A5  A5 |       
A6  A6 |       
6B  6B |       
9B  9B |       
CB  CB |       
5C  5C |       
D7  D7 |       
6E  6E |       
EE  EE |       
1E  1E |       
DF  DF |       
37  37 |       
A5  A5 |       
78  78 |       
3D  3D |       
BF  BF |       
2F  2F |       
CB  CB |       
AE  AE |       
6D  6D |       
3C  3C |       
D4  D4 |       
02  02 |       
A0  A0 |       
62  62 |       
62  62 |       
04  04 |       
D0  D0 |       
0D  0D |       
00  00 |       
00  00 |       
D5  D5 |       
09  09 |       
34  34 |       
7A  7A |       
B0  B0 |       
4D  4D |       
94  94 |       
E2  E2 |       
8A  8A |       
B8  B8 |       
B4  B4 |       
3D  3D |       
2F  2F |       
2F  2F |       
D5  D5 |       
F4  F4 |       
71  71 |       
01  01 |       
F7  F7 |       
F3  F3 |       
20  20 |       
07  07 |       
86  86 |       
F8  F8 |       
63  63 |       
AE  AE |       
ED  ED |       
3D  3D |       
F2  F2 |       
CB  CB |       
4C  4C |       
B5  B5 |       
9A  9A |       
00  00 |       
B9  B9 |       
5A  5A |       
67  67 |       
A4  A4 |       
B8  B8 |       
C5  C5 |       
CF  CF |       
9B  9B |       
D3  D3 |       
E5  E5 |       
B0  B0 |       
E5  E5 |       
DA  DA |       
93  93 |       
41  41 |       
53  53 |       
44  44 |       
E1  E1 |       
D1  D1 |       
84  84 |       
46  46 |       
B8  B8 |       
EA  EA |       
6C  6C |       
22  22 |       
AD  AD |       
01  01 |       
20  20 |       
2C  2C |       
69  69 |       
15  15 |       
25  25 |       
65  65 |       
AC  AC |       
11  11 |       
A6  A6 |       
5A  5A |       
9C  9C |       
F3  F3 |       
70  70 |       
2B  2B |       
96  96 |       
6F  6F |       
A6  A6 |       
5A  5A |       
D6  D6 |       
37  37 |       
34  34 |       
3D  3D |       
33  33 |       
D0  D0 |       
62  62 |       
65  65 |       
35  35 |       
49  49 |       
DD  DD |       
E7  E7 |       
7A  7A |       
BE  BE |       
39  39 |       
E8  E8 |       
E3  E3 |       
AE  AE |       
3E  3E |       
CF  CF |       
26  26 |       
A0  A0 |       
5C  5C |       
B9  B9 |       
A9  A9 |       
33  33 |       
D7  D7 |       
2D  2D |       
65  65 |       
40  40 |       
B5  B5 |       
27  27 |       
B3  B3 |       
8F  8F |       
D1  D1 |       
97  97 |       
D0  D0 |       
78  78 |       
EB  EB |       
8D  8D |       
09  09 |       
81  81 |       
96  96 |       
96  96 |       
41  41 |       
48  48 |       
18  18 |       
80  80 |       
A4  A4 |       
4B  4B |       
01  01 |       
A2  A2 |       
88  88 |       
2C  2C |       
25  25 |       
B4  B4 |       
26  26 |       
00  00 |       
D5  D5 |       
2C  2C |       
AB  AB |       
66  66 |       
36  36 |       
4A  4A |       
51  51 |       
01  01 |       
A4  A4 |       
5B  5B |       
95  95 |       
3C  3C |       
DD  DD |       
69  69 |       
33  33 |       
40  40 |       
4B  4B |       
46  46 |       
37  37 |       
28  28 |       
26  26 |       
4D  4D |       
26  26 |       
0D  0D |       
00  00 |       
52  52 |       
1A  1A |       
9A  9A |       
13  13 |       
48  48 |       
AC  AC |       
E8  E8 |       
15  15 |       
26  26 |       
36  36 |       
A4  A4 |       
D2  D2 |       
62  62 |       
86  86 |       
E0  E0 |       
29  29 |       
C3  C3 |       
09  09 |       
A0  A0 |       
97  97 |       
61  61 |       
17  17 |       
42  42 |       
A5  A5 |       
54  54 |       
66  66 |       
B6  B6 |       
46  46 |       
0E  0E |       
D2  D2 |       
48  48 |       
04  04 |       
D5  D5 |       
A2  A2 |       
58  58 |       
80  80 |       
10  10 |       
DA  DA |       
03  03 |       
5C  5C |       
6D  6D |       
4D  4D |       
AA  AA |       
25  25 |       
C7  C7 |       
CC  CC |       
F4  F4 |       
FC  FC |       
DD  DD |       
F2  F2 |       
E5  E5 |       
03  03 |       
AF  AF |       
21  21 |       
A6  A6 |       
B8  B8 |       
DC  DC |       
69  69 |       
9D  9D |       
00  00 |       
6B  6B |       
33  33 |       
D1  D1 |       
86  86 |       
D3  D3 |       
58  58 |       
7C  7C |       
DF  DF |       
D2  D2 |       
FC  FC |       
D7  D7 |       
8F  8F |       
D6  D6 |       
9A  9A |       
D3  D3 |       
97  97 |       
4C  4C |       
D5  D5 |       
A0  A0 |       
55  55 |       
03  03 |       
A8  A8 |       
00  00 |       
08  08 |       
06  06 |       
50  50 |       
D1  D1 |       
00  00 |       
31  31 |       
02  02 |       
B5  B5 |       
69  69 |       
01  01 |       
B4  B4 |       
49  49 |       
26  26 |       
95  95 |       
8D  8D |       
94  94 |       
29  29 |       
41  41 |       
AA  AA |       
20  20 |       
12  12 |       
F4  F4 |       
62  62 |       
C1  C1 |       
0E  0E |       
4B  4B |       
9A  9A |       
DA  DA |       
9F  9F |       
7F  7F |       
99  99 |       
DD  DD |       
D3  D3 |       
3E  3E |       
CE  CE |       
5A  5A |       
E7  E7 |       
EC  EC |       
F1  F1 |       
03  03 |       
5A  5A |       
C9  C9 |       
96  96 |       
B9  B9 |       
66  66 |       
EC  EC |       
9A  9A |       
B2  B2 |       
2E  2E |       
2E  2E |       
68  68 |       
69  69 |       
EB  EB |       
24  24 |       
5C  5C |       
4B  4B |       
D5  D5 |       
F3  F3 |       
9F  9F |       
49  49 |       
E0  E0 |       
79  79 |       
FD  FD |       
3C  3C |       
0F  0F |       
A6  A6 |       
7C  7C |       
FD  FD |       
F0  F0 |       
CF  CF |       
7C  7C |       
56  56 |       
16  16 |       
9A  9A |       
18  18 |       
5F  5F |       
54  54 |       
19  19 |       
04  04 |       
45  45 |       
19  19 |       
22  22 |       
EB  EB |       
26  26 |       
76  76 |       
CF  CF |       
22  22 |       
91  91 |       
8A  8A |       
89  89 |       
1A  1A |       
1D  1D |       
40  40 |       
6D  6D |       
0C  0C |       
21  21 |       
CB  CB |       
04  04 |       
C0  C0 |       
DF  DF |       
9F  9F |       
71  71 |       
65  65 |       
48  48 |       
91  91 |       
B1  B1 |       
21  21 |       
86  86 |       
D9  D9 |       
6D  6D |       
A7  A7 |       
D1  D1 |       
65  65 |       
A6  A6 |       
7D  7D |       
5E  5E |       
EF  EF |       
0D  0D |       
0D  0D |       
6A  6A |       
20  20 |       
0C  0C |       
B4  B4 |       
CF  CF |       
4C  4C |       
6D  6D |       
01  01 |       
BC  BC |       
1E  1E |       
87  87 |       
9D  9D |       
E8  E8 |       
DA  DA |       
7E  7E |       
       | 7E  7E
       | 03  03
       | AA  AA
       | A9  A9
       | 7E  7E
7E  7E |       
03  03 |       
00  00 |       
03  03 |       
02  02 |       
03  03 |       
E8  E8 |       
66  66 |       
F4  F4 |       
6B  6B |       
96  96 |       
B9  B9 |       
DE  DE |       
7D  7D |       
5D  5D |       
31  31 |       
79  79 |       
B9  B9 |       
DD  DD |       
80  80 |       
0D  0D |       
52  52 |       
D2  D2 |       
49  49 |       
74  74 |       
12  12 |       
DA  DA |       
1A  1A |       
68  68 |       
6D  6D |       
10  10 |       
34  34 |       
8A  8A |       
49  49 |       
8D  8D |       
00  00 |       
86  86 |       
89  89 |       
45  45 |       
D8  D8 |       
26  26 |       
2C  2C |       
94  94 |       
00  00 |       
C1  C1 |       
0C  0C |       
33  33 |       
BA  BA |       
C9  C9 |       
29  29 |       
0D  0D |       
46  46 |       
82  82 |       
5B  5B |       
10  10 |       
A8  A8 |       
95  95 |       
A1  A1 |       
A4  A4 |       
40  40 |       
86  86 |       
0C  0C |       
4C  4C |       
60  60 |       
20  20 |       
60  60 |       
09  09 |       
58  58 |       
B1  B1 |       
42  42 |       
49  49 |       
6D  6D |       
99  99 |       
D5  D5 |       
21  21 |       
0A  0A |       
89  89 |       
B4  B4 |       
82  82 |       
34  34 |       
64  64 |       
B2  B2 |       
4A  4A |       
CE  CE |       
98  98 |       
D4  D4 |       
83  83 |       
A5  A5 |       
26  26 |       
89  89 |       
32  32 |       
2E  2E |       
02  02 |       
D8  D8 |       
D7  D7 |       
2E  2E |       
5E  5E |       
FF  FF |       
00  00 |       
3F  3F |       
59  59 |       
E1  E1 |       
69  69 |       
F5  F5 |       
E2  E2 |       
C0  C0 |       
5C  5C |       
76  76 |       
CB  CB |       
5C  5C |       
E9  E9 |       
81  81 |       
72  72 |       
45  45 |       
C4  C4 |       
BF  BF |       
41  41 |       
ED  ED |       
78  78 |       
BE  BE |       
D7  D7 |       
8F  8F |       
D8  D8 |       
01  01 |       
9D  9D |       
03  03 |       
40  40 |       
C0  C0 |       
40  40 |       
18  18 |       
66  66 |       
65  65 |       
5D  5D |       
B9  B9 |       
D1  D1 |       
1E  1E |       
67  67 |       
A3  A3 |       
3A  3A |       
03  03 |       
C7  C7 |       
23  23 |       
6C  6C |       
76  76 |       
8A  8A |       
5D  5D |       
3E  3E |       
77  77 |       
59  59 |       
39  39 |       
F5  F5 |       
59  59 |       
E6  E6 |       
6D  6D |       
A6  A6 |       
49  49 |       
1C  1C |       
F8  F8 |       
06  06 |       
3E  3E |       
DF  DF |       
8D  8D |       
EA  EA |       
CB  CB |       
D7  D7 |       
1C  1C |       
F8  F8 |       
D9  D9 |       
D3  D3 |       
E5  E5 |       
F3  F3 |       
75  75 |       
1B  1B |       
F4  F4 |       
FC  FC |       
C7  C7 |       
54  54 |       
7B  7B |       
93  93 |       
E3  E3 |       
F4  F4 |       
9A  9A |       
78  78 |       
3E  3E |       
C7  C7 |       
8B  8B |       
AC  AC |       
EE  EE |       
D3  D3 |       
F6  F6 |       
F9  F9 |       
28  28 |       
04  04 |       
32  32 |       
D7  D7 |       
35  35 |       
B6  B6 |       
9A  9A |       
65  65 |       
53  53 |       
59  59 |       
E9  E9 |       
62  62 |       
7A  7A |       
E6  E6 |       
F2  F2 |       
D3  D3 |       
35  35 |       
DF  DF |       
A7  A7 |       
9B  9B |       
7F  7F |       
3F  3F |       
A3  A3 |       
E5  E5 |       
F8  F8 |       
3A  3A |       
79  79 |       
F8  F8 |       
77  77 |       
9A  9A |       
44  44 |       
22  22 |       
92  92 |       
CD  CD |       
08  08 |       
40  40 |       
81  81 |       
B4  B4 |       
0D  0D |       
02  02 |       
06  06 |       
08  08 |       
00  00 |       
03  03 |       
D0  D0 |       
49  49 |       
D9  D9 |       
4E  4E |       
69  69 |       
1D  1D |       
48  48 |       
1E  1E |       
BF  BF |       
8F  8F |       
EC  EC |       
FA  FA |       
38  38 |       
27  27 |       
2F  2F |       
BF  BF |       
9C  9C |       
06  06 |       
18  18 |       
6F  6F |       
86  86 |       
3A  3A |       
EE  EE |       
D3  D3 |       
DF  DF |       
3C  3C |       
B4  B4 |       
CB  CB |       
59  59 |       
40  40 |       
2E  2E |       
56  56 |       
B9  B9 |       
6B  6B |       
2E  2E |       
13  13 |       
4B  4B |       
CD  CD |       
E9  E9 |       
F2  F2 |       
CA  CA |       
39  39 |       
76  76 |       
73  73 |       
48  48 |       
54  54 |       
98  98 |       
63  63 |       
BE  BE |       
46  46 |       
17  17 |       
0E  0E |       
3A  3A |       
09  09 |       
AA  AA |       
A7  A7 |       
34  34 |       
4A  4A |       
A9  A9 |       
26  26 |       
91  91 |       
17  17 |       
35  35 |       
26  26 |       
3B  3B |       
63  63 |       
A9  A9 |       
96  96 |       
5B  5B |       
64  64 |       
0E  0E |       
68  68 |       
D3  D3 |       
7C  7C |       
36  36 |       
A8  A8 |       
1C  1C |       
1B  1B |       
39  39 |       
A1  A1 |       
B4  B4 |       
C7  C7 |       
B6  B6 |       
3D  3D |       
29  29 |       
D5  D5 |       
E4  E4 |       
7A  7A |       
BC  BC |       
07  07 |       
66  66 |       
1D  1D |       
1C  1C |       
FE  FE |       
CF  CF |       
26  26 |       
A0  A0 |       
6B  6B |       
0E  0E |       
6A  6A |       
65  65 |       
CF  CF |       
5C  5C |       
B4  B4 |       
94  94 |       
4E  4E |       
2C  2C |       
7D  7D |       
5E  5E |       
8F  8F |       
9B  9B |       
E8  E8 |       
AF  AF |       
A2  A2 |       
E6  E6 |       
79  79 |       
EF  EF |       
45  45 |       
9D  9D |       
59  59 |       
4A  4A |       
68  68 |       
8A  8A |       
B4  B4 |       
21  21 |       
31  31 |       
31  31 |       
92  92 |       
30  30 |       
00  00 |       
01  01 |       
83  83 |       
79  79 |       
A3  A3 |       
54  54 |       
25  25 |       
49  49 |       
B4  B4 |       
75  75 |       
0E  0E |       
5B  5B |       
4A  4A |       
85  85 |       
9D  9D |       
06  06 |       
46  46 |       
AA  AA |       
C9  C9 |       
1B  1B |       
26  26 |       
C4  C4 |       
51  51 |       
35  35 |       
28  28 |       
9B  9B |       
0A  0A |       
CD  CD |       
14  14 |       
39  39 |       
2D  2D |       
29  29 |       
2B  2B |       
3D  3D |       
28  28 |       
C8  C8 |       
D2  D2 |       
50  50 |       
98  98 |       
74  74 |       
AE  AE |       
A0  A0 |       
D0  D0 |       
C6  C6 |       
4E  4E |       
89  89 |       
48  48 |       
A8  A8 |       
A0  A0 |       
7A  7A |       
73  73 |       
D4  D4 |       
BB  BB |       
10  10 |       
82  82 |       
F3  F3 |       
9B  9B |       
35  35 |       
51  51 |       
6A  6A |       
C1  C1 |       
40  40 |       
89  89 |       
2A  2A |       
A4  A4 |       
35  35 |       
79  79 |       
A1  A1 |       
A0  A0 |       
A8  A8 |       
A6  A6 |       
E4  E4 |       
1A  1A |       
14  14 |       
69  69 |       
16  16 |       
C8  C8 |       
28  28 |       
90  90 |       
ED  ED |       
CF  CF |       
0D  0D |       
F3  F3 |       
AC  AC |       
3C  3C |       
CF  CF |       
47  47 |       
CD  CD |       
E9  E9 |       
CF  CF |       
9C  9C |       
0E  0E |       
BC  BC |       
46  46 |       
9A  9A |       
E3  E3 |       
A6  A6 |       
7A  7A |       
67  67 |       
40  40 |       
D6  D6 |       
B2  B2 |       
B6  B6 |       
C7  C7 |       
69  69 |       
AC  AC |       
3E  3E |       
77  77 |       
E8  E8 |       
FC  FC |       
6F  6F |       
1F  1F |       
AB  AB |       
91  91 |       
5C  5C |       
F2  F2 |       
EA  EA |       
A9  A9 |       
28  28 |       
A8  A8 |       
D6  D6 |       
EB  EB |       
98  98 |       
B0  B0 |       
90  90 |       
72  72 |       
0A  0A |       
B6  B6 |       
B7  B7 |       
9C  9C |       
A2  A2 |       
13  13 |       
40  40 |       
80  80 |       
A4  A4 |       
D3  D3 |       
18  18 |       
9C  9C |       
00  00 |       
0E  0E |       
41  41 |       
1D  1D |       
43  43 |       
57  57 |       
34  34 |       
83  83 |       
5C  5C |       
F4  F4 |       
21  21 |       
2A  2A |       
14  14 |       
BA  BA |       
A5  A5 |       
E9  E9 |       
E1  E1 |       
D9  D9 |       
D3  D3 |       
1E  1E |       
A6  A6 |       
7A  7A |       
67  67 |       
EC  EC |       
F1  F1 |       
B4  B4 |       
1A  1A |       
C9  C9 |       
96  96 |       
B8  B8 |       
E6  E6 |       
EE  EE |       
83  83 |       
52  52 |       
2A  2A |       
6B  6B |       
3A  3A |       
60  60 |       
6B  6B |       
2E  2E |       
2E  2E |       
25  25 |       
EB  EB |       
F1  F1 |       
7D  7D |       
5D  5D |       
AE  AE |       
1F  1F |       
3F  3F |       
A7  A7 |       
C9  C9 |       
CB  CB |       
DE  DE |       
8E  8E |       
1D  1D |       
BC  BC |       
6D  6D |       
7A  7A |       
E2  E2 |       
5C  5C |       
DD  DD |       
32  32 |       
4B  4B |       
CC  CC |       
71  71 |       
4C  4C |       
CA  CA |       
76  76 |       
C2  C2 |       
38  38 |       
93  93 |       
DA  DA |       
16  16 |       
1A  1A |       
D1  D1 |       
CE  CE |       
FA  FA |       
39  39 |       
C4  C4 |       
A9  A9 |       
08  08 |       
01  01 |       
A6  A6 |       
86  86 |       
E5  E5 |       
8E  8E |       
5A  5A |       
15  15 |       
2B  2B |       
13  13 |       
68  68 |       
4D  4D |       
05  05 |       
46  46 |       
99  99 |       
D2  D2 |       
DF  DF |       
1D  1D |       
8F  8F |       
A2  A2 |       
CE  CE |       
E3  E3 |       
DF  DF |       
E2  E2 |       
A0  A0 |       
35  35 |       
91  91 |       
35  35 |       
19  19 |       
6B  6B |       
96  96 |       
99  99 |       
DA  DA |       
4C  4C |       
DE  DE |       
17  17 |       
7F  7F |       
9F  9F |       
E8  E8 |       
66  66 |       
EF  EF |       
B6  B6 |       
1A  1A |       
E7  E7 |       
7D  7D |       
5D  5D |       
70  70 |       
DE  DE |       
74  74 |       
A9  A9 |       
49  49 |       
4C  4C |       
43  43 |       
72  72 |       
C0  C0 |       
40  40 |       
D8  D8 |       
A2  A2 |       
9C  9C |       
03  03 |       
13  13 |       
13  13 |       
60  60 |       
93  93 |       
54  54 |       
D0  D0 |       
C4  C4 |       
C9  C9 |       
2F  2F |       
3B  3B |       
09  09 |       
6C  6C |       
10  10 |       
D0  D0 |       
24  24 |       
00  00 |       
A5  A5 |       
2D  2D |       
8C  8C |       
92  92 |       
85  85 |       
95  95 |       
52  52 |       
94  94 |       
93  93 |       
18  18 |       
22  22 |       
94  94 |       
A2  A2 |       
9C  9C |       
A2  A2 |       
A5  A5 |       
A1  A1 |       
B0  B0 |       
1A  1A |       
60  60 |       
81  81 |       
85  85 |       
E4  E4 |       
2E  2E |       
92  92 |       
81  81 |       
A1  A1 |       
A2  A2 |       
49  49 |       
88  88 |       
68  68 |       
15  15 |       
C8  C8 |       
C1  C1 |       
88  88 |       
60  60 |       
9A  9A |       
60  60 |       
20  20 |       
15  15 |       
20  20 |       
A7  A7 |       
2A  2A |       
45  45 |       
89  89 |       
14  14 |       
C3  C3 |       
5E  5E |       
1E  1E |       
9E  9E |       
6A  6A |       
F3  F3 |       
44  44 |       
FB  FB |       
70  70 |       
60  60 |       
19  19 |       
6B  6B |       
96  96 |       
B8  B8 |       
DB  DB |       
03  03 |       
59  59 |       
22  22 |       
E1  E1 |       
7D  7D |       
5E  5E |       
83  83 |       
DA  DA |       
F1  F1 |       
3D  3D |       
BF  BF |       
17  17 |       
B0  B0 |       
03  03 |       
3A  3A |       
01  01 |       
0C  0C |       
CC  CC |       
1C  1C |       
E8  E8 |       
1C  1C |       
78  78 |       
76  76 |       
73  73 |       
57  57 |       
65  65 |       
1C  1C |       
B1  B1 |       
AB  AB |       
F2  F2 |       
F8  F8 |       
0F  0F |       
5B  5B |       
82  82 |       
B7  B7 |       
4E  4E |       
AC  AC |       
32  32 |       
F0  F0 |       
8F  8F |       
AA  AA |       
AF  AF |       
9E  9E |       
47  47 |       
D0  D0 |       
9C  9C |       
3C  3C |       
15  15 |       
EF  EF |       
47  47 |       
CF  CF |       
FB  FB |       
52  52 |       
F7  F7 |       
F3  F3 |       
6B  6B |       
CF  CF |       
67  67 |       
97  97 |       
AE  AE |       
BD  BD |       
C7  C7 |       
2F  2F |       
0F  0F |       
AF  AF |       
67  67 |       
93  93 |       
CF  CF |       
EF  EF |       
F8  F8 |       
E7  E7 |       
0F  0F |       
9B  9B |       
EE  EE |       
79  79 |       
F1  F1 |       
8E  8E |       
5E  5E |       
9F  9F |       
61  61 |       
E1  E1 |       
E5  E5 |       
EC  EC |       
79  79 |       
57  57 |       
3D  3D |       
2D  2D |       
3F  3F |       
77  77 |       
92  92 |       
80  80 |       
43  43 |       
3D  3D |       
33  33 |       
5B  5B |       
68  68 |       
4C  4C |       
DA  DA |       
33  33 |       
D3  D3 |       
50  50 |       
35  35 |       
CC  CC |       
CF  CF |       
4C  4C |       
D7  D7 |       
7D  7D |       
5D  5D |       
F0  F0 |       
DF  DF |       
CF  CF |       
E8  E8 |       
F9  F9 |       
0C  0C |       
37  37 |       
E7  E7 |       
E1  E1 |       
DC  DC |       
07  07 |       
15  15 |       
9D  9D |       
C8  C8 |       
95  95 |       
4A  4A |       
A6  A6 |       
E8  E8 |       
9B  9B |       
09  09 |       
1E  1E |       
7A  7A |       
E6  E6 |       
4B  4B |       
A1  A1 |       
60  60 |       
6A  6A |       
84  84 |       
D1  D1 |       
DB  DB |       
45  45 |       
5C  5C |       
80  80 |       
96  96 |       
81  81 |       
23  23 |       
F6  F6 |       
7C  7C |       
7F  7F |       
5F  5F |       
D1  D1 |       
C0  C0 |       
69  69 |       
F7  F7 |       
F3  F3 |       
80  80 |       
06  06 |       
3B  3B |       
E1  E1 |       
CF  CF |       
AE  AE |       
CD  CD |       
3E  3E |       
9C  9C |       
F1  F1 |       
D7  D7 |       
1D  1D |       
A5  A5 |       
00  00 |       
B9  B9 |       
5A  5A |       
E5  E5 |       
AC  AC |       
B8  B8 |       
45  45 |       
4F  4F |       
9B  9B |       
D3  D3 |       
C3  C3 |       
34  34 |       
B9  B9 |       
76  76 |       
00  00 |       
26  26 |       
93  93 |       
1C  1C |       
5C  5C |       
9C  9C |       
E9  E9 |       
A8  A8 |       
D3  D3 |       
5C  5C |       
75  75 |       
A2  A2 |       
F3  F3 |       
D0  D0 |       
4A  4A |       
A4  A4 |       
90  90 |       
51  51 |       
6A  6A |       
A2  A2 |       
B3  B3 |       
A4  A4 |       
43  43 |       
C3  C3 |       
A3  A3 |       
02  02 |       
5A  5A |       
66  66 |       
9B  9B |       
73  73 |       
F4  F4 |       
06  06 |       
5B  5B |       
63  63 |       
5A  5A |       
E9  E9 |       
16  16 |       
0D  0D |       
31  31 |       
F5  F5 |       
F2  F2 |       
76  76 |       
A5  A5 |       
73  73 |       
6F  6F |       
CC  CC |       
76  76 |       
73  73 |       
74  74 |       
73  73 |       
FB  FB |       
3C  3C |       
9A  9A |       
82  82 |       
D6  D6 |       
2A  2A |       
5A  5A |       
97  97 |       
3D  3D |       
72  72 |       
D2  D2 |       
54  54 |       
06  06 |       
A4  A4 |       
F6  F6 |       
F0  F0 |       
F6  F6 |       
CB  CB |       
EA  EA |       
5E  5E |       
66  66 |       
35  35 |       
49  49 |       
B0  B0 |       
12  12 |       
06  06 |       
D0  D0 |       
4D  4D |       
31  31 |       
0C  0C |       
1A  1A |       
62  62 |       
88  88 |       
49  49 |       
35  35 |       
49  49 |       
59  59 |       
24  24 |       
2A  2A |       
0B  0B |       
1A  1A |       
10  10 |       
39  39 |       
0B  0B |       
73  73 |       
72  72 |       
AA  AA |       
4C  4C |       
26  26 |       
D1  D1 |       
2B  2B |       
59  59 |       
12  12 |       
61  61 |       
2A  2A |       
C1  C1 |       
25  25 |       
35  35 |       
64  64 |       
32  32 |       
C9  C9 |       
45  45 |       
A8  A8 |       
84  84 |       
F1  F1 |       
7E  7E |       
       | 7E  7E
       | 03  03
       | AB  AB
       | A8  A8
       | 7E  7E
7E  7E |       
03  03 |       
40  40 |       
43  43 |       
02  02 |       
03  03 |       
E8  E8 |       
D9  D9 |       
64  64 |       
C7  C7 |       
9E  9E |       
D4  D4 |       
73  73 |       
74  74 |       
54  54 |       
05  05 |       
09  09 |       
5D  5D |       
22  22 |       
15  15 |       
CA  CA |       
2E  2E |       
40  40 |       
53  53 |       
70  70 |       
0E  0E |       
71  71 |       
B3  B3 |       
A4  A4 |       
52  52 |       
50  50 |       
F3  F3 |       
34  34 |       
32  32 |       
A2  A2 |       
D2  D2 |       
A5  A5 |       
43  43 |       
22  22 |       
68  68 |       
CE  CE |       
CD  CD |       
94  94 |       
B9  B9 |       
58  58 |       
A8  A8 |       
22  22 |       
A8  A8 |       
CF  CF |       
2E  2E |       
85  85 |       
51  51 |       
6D  6D |       
C4  C4 |       
B6  B6 |       
8D  8D |       
DE  DE |       
3B  3B |       
4D  4D |       
63  63 |       
E6  E6 |       
7A  7A |       
9E  9E |       
5E  5E |       
F9  F9 |       
72  72 |       
89  89 |       
F5  F5 |       
E4  E4 |       
34  34 |       
D7  D7 |       
1D  1D |       
33  33 |       
D3  D3 |       
3A  3A |       
06  06 |       
6B  6B |       
33  33 |       
B6  B6 |       
3B  3B |       
4D  4D |       
63  63 |       
F3  F3 |       
9F  9F |       
47  47 |       
F3  F3 |       
9E  9E |       
3F  3F |       
50  50 |       
D4  D4 |       
F2  F2 |       
EB  EB |       
52  52 |       
88  88 |       
D1  D1 |       
43  43 |       
13  13 |       
4D  4D |       
04  04 |       
6C  6C |       
B9  B9 |       
6F  6F |       
84  84 |       
96  96 |       
4B  4B |       
1C  1C |       
B4  B4 |       
09  09 |       
94  94 |       
A9  A9 |       
03  03 |       
61  61 |       
24  24 |       
B0  B0 |       
13  13 |       
4C  4C |       
4C  4C |       
15  15 |       
A4  A4 |       
C0  C0 |       
60  60 |       
31  31 |       
14  14 |       
93  93 |       
37  37 |       
ED  ED |       
F3  F3 |       
FB  FB |       
FA  FA |       
E3  E3 |       
D8  D8 |       
CB  CB |       
4C  4C |       
FD  FD |       
9E  9E |       
46  46 |       
06  06 |       
B0  B0 |       
63  63 |       
B6  B6 |       
